Accession,Organism_Name,Species,MPXV_Lineage,Clade,Isolate,Geo_Location,Host,Date,Release_Date,Latitude,Longitude
OP642374.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,ANT-LDSP-ANT-MPX-24722-L,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-08,10/17/2022,6.2697325,-75.6025597
OP642375.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,ANT-LDSP-ANT-MPX-24590-C,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-07,10/17/2022,6.2697325,-75.6025597
OP642376.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,ANT-LDSP-ANT-MPX-24592-C,"Colombia: Antioquia, Envigado",Homo sapiens,2022-09-07,10/17/2022,6.1701348,-75.587415
OP642377.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24593-O,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-07,10/17/2022,6.2697325,-75.6025597
OP642378.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,ANT-LDSP-ANT-MPX-24594-L,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-07,10/17/2022,6.2697325,-75.6025597
OP642379.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24713-L,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-08,10/17/2022,6.2697325,-75.6025597
OP642380.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.6,IIb,ANT-LDSP-ANT-MPX-24725-L,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-08,10/17/2022,6.2697325,-75.6025597
OP642381.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24728-L,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-08,10/17/2022,6.2697325,-75.6025597
OP642382.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,ANT-LDSP-ANT-MPX-24812-L,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-09,10/17/2022,6.2697325,-75.6025597
OP642383.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,ANT-LDSP-ANT-MPX-24909-C,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-09,10/17/2022,6.2697325,-75.6025597
OP642384.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24907-C,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-09,10/17/2022,6.2697325,-75.6025597
OP642385.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.6,IIb,ANT-LDSP-ANT-MPX-24910-O,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-09,10/17/2022,6.2697325,-75.6025597
OP642386.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24913-O,"Colombia: Antioquia, La Estrella",Homo sapiens,2022-09-09,10/17/2022,6.1576781,-75.6433878
OP642387.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24914-L,"Colombia: Antioquia, Itagui",Homo sapiens,2022-09-09,10/17/2022,6.1724352,-75.6093254
OP642388.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24915-L,"Colombia: Antioquia, Rionegro",Homo sapiens,2022-09-09,10/17/2022,6.1536166,-75.3741691
OP642389.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24709-L,"Colombia: Antioquia, Rionegro",Homo sapiens,2022-09-08,10/17/2022,6.1536166,-75.3741691
OP642390.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,ANT-LDSP-ANT-MPX-24387-C,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-06,10/17/2022,6.2697325,-75.6025597
OP642391.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24446-E,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-02,10/17/2022,6.2697325,-75.6025597
OP642392.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24520-O,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-07,10/17/2022,6.2697325,-75.6025597
OP642393.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,ANT-LDSP-ANT-MPX-24535-O,"Colombia: Antioquia, Bello",Homo sapiens,2022-09-07,10/17/2022,6.334997,-75.5582665
OP642394.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,ANT-LDSP-ANT-MPX-24537-E,"Colombia: Antioquia, Titiribi",Homo sapiens,2022-09-07,10/17/2022,6.0633763,-75.79373
OP642395.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,ANT-LDSP-ANT-MPX-24561-E,"Colombia: Antioquia, Envigado",Homo sapiens,2022-09-07,10/17/2022,6.1701348,-75.587415
OP642396.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,ANT-LDSP-ANT-MPX-24567-E,"Colombia: Antioquia, Medellin",Homo sapiens,2022-09-07,10/17/2022,6.2697325,-75.6025597
OP650029.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.5,IIb,MPXV22/human/USA-OK-81,USA: Oklahoma,Homo sapiens,2022-07-26,10/17/2022,34.9550817,-97.2684063
OP650030.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV22/human/USA-OK-270,USA: Oklahoma,Homo sapiens,2022-09-06,10/17/2022,34.9550817,-97.2684063
OP650031.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV22/human/USA-OK-273,USA: Oklahoma,Homo sapiens,2022-09-07,10/17/2022,34.9550817,-97.2684063
OP650032.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV22/human/USA-OK-277,USA: Oklahoma,Homo sapiens,2022-09-07,10/17/2022,34.9550817,-97.2684063
OP642362.1,Monkeypox virus,Orthopoxvirus monkeypox,A.2.1,IIb,MCL-22-H-MPxV-16-5316,India: Kerala,Homo sapiens,2022-07-13,10/14/2022,10.3528744,76.5120396
OP623589.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.15,IIb,BOL-UNIMOL-MPX-293064-O,Colombia: Bolivar,Homo sapiens,2022-08-30,10/13/2022,9.3660477,-74.8023636
OP623590.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.15,IIb,BOL-UNIMOL-MPX-293130-L,Colombia: Bolivar,Homo sapiens,2022-09-03,10/13/2022,9.3660477,-74.8023636
OP623591.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.15,IIb,BOL-UNIMOL-MPX-293136-L,Colombia: Bolivar,Homo sapiens,2022-09-06,10/13/2022,9.3660477,-74.8023636
OP623592.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.15,IIb,BOL-UNIMOL-MPX-293165-L,Colombia: Bolivar,Homo sapiens,2022-08-09,10/13/2022,9.3660477,-74.8023636
OP623593.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,BOL-UNIMOL-MPX-293264-L,Colombia: Bolivar,Homo sapiens,2022-09-17,10/13/2022,9.3660477,-74.8023636
OP615254.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MPX/Human/USA/CA-LACPHL-MA00181/2022,USA,Homo sapiens,2022-07-29,10/12/2022,39.7837304,-100.445882
OP615255.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00182/2022,USA,Homo sapiens,2022-07-29,10/12/2022,39.7837304,-100.445882
OP615256.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00183/2022,USA,Homo sapiens,2022-07-29,10/12/2022,39.7837304,-100.445882
OP615257.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00184/2022,USA,Homo sapiens,2022-07-27,10/12/2022,39.7837304,-100.445882
OP615258.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00185/2022,USA,Homo sapiens,2022-09-26,10/12/2022,39.7837304,-100.445882
OP615259.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.17,IIb,MPX/Human/USA/CA-LACPHL-MA00186/2022,USA,Homo sapiens,2022-07-15,10/12/2022,39.7837304,-100.445882
OP615260.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00187/2022,USA,Homo sapiens,2022-09-27,10/12/2022,39.7837304,-100.445882
OP615261.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00188/2022,USA,Homo sapiens,2022-07-18,10/12/2022,39.7837304,-100.445882
OP615262.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00189/2022,USA,Homo sapiens,2022-07-17,10/12/2022,39.7837304,-100.445882
OP615263.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00190/2022,USA,Homo sapiens,2022-07-17,10/12/2022,39.7837304,-100.445882
OP615264.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00191/2022,USA,Homo sapiens,2022-07-15,10/12/2022,39.7837304,-100.445882
OP615265.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00192/2022,USA,Homo sapiens,2022-07-19,10/12/2022,39.7837304,-100.445882
OP615266.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.18,IIb,MPX/Human/USA/CA-LACPHL-MA00193/2022,USA,Homo sapiens,2022-07-19,10/12/2022,39.7837304,-100.445882
OP615267.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MPX/Human/USA/CA-LACPHL-MA00194/2022,USA,Homo sapiens,2022-07-18,10/12/2022,39.7837304,-100.445882
OP615268.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00195/2022,USA,Homo sapiens,2022-07-20,10/12/2022,39.7837304,-100.445882
OP615269.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00196/2022,USA,Homo sapiens,2022-07-20,10/12/2022,39.7837304,-100.445882
OP615270.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00197/2022,USA,Homo sapiens,2022-07-19,10/12/2022,39.7837304,-100.445882
OP615271.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPX/Human/USA/CA-LACPHL-MA00198/2022,USA,Homo sapiens,2022-07-19,10/12/2022,39.7837304,-100.445882
OP615272.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00199/2022,USA,Homo sapiens,2022-07-19,10/12/2022,39.7837304,-100.445882
OP615273.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPX/Human/USA/CA-LACPHL-MA00200/2022,USA,Homo sapiens,2022-07-19,10/12/2022,39.7837304,-100.445882
OP615274.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00201/2022,USA,Homo sapiens,2022-07-19,10/12/2022,39.7837304,-100.445882
OP615275.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00202/2022,USA,Homo sapiens,2022-07-20,10/12/2022,39.7837304,-100.445882
OP615276.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00203/2022,USA,Homo sapiens,2022-07-19,10/12/2022,39.7837304,-100.445882
OP615277.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPX/Human/USA/CA-LACPHL-MA00204/2022,USA,Homo sapiens,2022-07-25,10/12/2022,39.7837304,-100.445882
OP615278.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00205/2022,USA,Homo sapiens,2022-07-27,10/12/2022,39.7837304,-100.445882
OP615279.2,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MPX/Human/USA/CA-LACPHL-MA00206/2022,USA,Homo sapiens,2022-09-13,10/12/2022,39.7837304,-100.445882
OP615280.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00207/2022,USA,Homo sapiens,2022-09-18,10/12/2022,39.7837304,-100.445882
OP604565.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MPXV22/human/USA-NE-211,USA: Nebraska,Homo sapiens,2022-08-24,10/11/2022,41.7370229,-99.5873816
OP604566.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MPXV22/human/USA-NE-230,USA: Nebraska,Homo sapiens,2022-08-28,10/11/2022,41.7370229,-99.5873816
OP604567.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MPXV22/human/USA-OK-288,USA: Oklahoma,Homo sapiens,2022-09-12,10/11/2022,34.9550817,-97.2684063
OP604568.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV22/human/USA-OK-301,USA: Oklahoma,Homo sapiens,2022-09-15,10/11/2022,34.9550817,-97.2684063
OP604569.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV22/human/USA-OK-302,USA: Oklahoma,Homo sapiens,2022-09-14,10/11/2022,34.9550817,-97.2684063
OP597769.1,Monkeypox virus,Orthopoxvirus monkeypox,A.2.1,IIb,hMpxV/Egypt/MOH-NRC-0002/2022,Egypt,Homo sapiens,2022-09-26,10/7/2022,26.2540493,29.2675469
OP597775.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0001,USA: MN,Homo sapiens,2022-06-24,10/7/2022,45.9896587,-94.6113288
OP597776.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0002,USA: MN,Homo sapiens,2022-06-25,10/7/2022,45.9896587,-94.6113288
OP597777.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0003,USA: MN,Homo sapiens,2022-06-27,10/7/2022,45.9896587,-94.6113288
OP597778.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0004,USA: MN,Homo sapiens,2022-06-27,10/7/2022,45.9896587,-94.6113288
OP597779.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0005,USA: MN,Homo sapiens,2022-06-29,10/7/2022,45.9896587,-94.6113288
OP597780.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0006,USA: MN,Homo sapiens,2022-06-29,10/7/2022,45.9896587,-94.6113288
OP597781.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,MN-MDH-MPXV_0007,USA: MN,Homo sapiens,2022-07-05,10/7/2022,45.9896587,-94.6113288
OP597782.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MN-MDH-MPXV_0008,USA: MN,Homo sapiens,2022-07-05,10/7/2022,45.9896587,-94.6113288
OP597783.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0009,USA: MN,Homo sapiens,2022-07-08,10/7/2022,45.9896587,-94.6113288
OP597784.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0010,USA: MN,Homo sapiens,2022-07-12,10/7/2022,45.9896587,-94.6113288
OP597785.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0011,USA: MN,Homo sapiens,2022-07-12,10/7/2022,45.9896587,-94.6113288
OP597786.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0012,USA: MN,Homo sapiens,2022-07-13,10/7/2022,45.9896587,-94.6113288
OP597787.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0013,USA: MN,Homo sapiens,2022-07-14,10/7/2022,45.9896587,-94.6113288
OP597788.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,MN-MDH-MPXV_0014,USA: MN,Homo sapiens,2022-07-17,10/7/2022,45.9896587,-94.6113288
OP597789.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MN-MDH-MPXV_0015,USA: MN,Homo sapiens,2022-07-18,10/7/2022,45.9896587,-94.6113288
OP597790.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MN-MDH-MPXV_0016,USA: MN,Homo sapiens,2022-07-18,10/7/2022,45.9896587,-94.6113288
OP597791.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,MN-MDH-MPXV_0017,USA: MN,Homo sapiens,2022-07-16,10/7/2022,45.9896587,-94.6113288
OP597792.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,MN-MDH-MPXV_0018,USA: MN,Homo sapiens,2022-07-19,10/7/2022,45.9896587,-94.6113288
OP597793.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0019,USA: MN,Homo sapiens,2022-07-20,10/7/2022,45.9896587,-94.6113288
OP597794.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MN-MDH-MPXV_0020,USA: MN,Homo sapiens,2022-07-21,10/7/2022,45.9896587,-94.6113288
OP597795.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0021,USA: MN,Homo sapiens,2022-07-21,10/7/2022,45.9896587,-94.6113288
OP597796.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,MN-MDH-MPXV_0022,USA: MN,Homo sapiens,2022-07-18,10/7/2022,45.9896587,-94.6113288
OP597797.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0023,USA: MN,Homo sapiens,2022-07-22,10/7/2022,45.9896587,-94.6113288
OP597798.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0024,USA: MN,Homo sapiens,2022-07-21,10/7/2022,45.9896587,-94.6113288
OP597799.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MN-MDH-MPXV_0025,USA: MN,Homo sapiens,2022-07-20,10/7/2022,45.9896587,-94.6113288
OP598102.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Human/USA/AL-USAFSAM-M0001a/2022,USA: Alabama,Homo sapiens,2022-09-06,10/7/2022,33.2588817,-86.8295337
OP598103.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Human/USA/AL-USAFSAM-M0001b/2022,USA: Alabama,Homo sapiens,2022-09-06,10/7/2022,33.2588817,-86.8295337
OP598104.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/MA-USAFSAM-M0002/2022,USA: Massachusetts,Homo sapiens,2022-09-13,10/7/2022,42.3788774,-72.032366
OP586622.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.4,IIb,MpxV/human/CAN/UN-NML-3440/2022,Canada,Homo sapiens,2022-06-06,10/5/2022,61.0666922,-107.991707
OP587240.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000008/2022,USA,Homo sapiens,2022-06-28,10/5/2022,39.7837304,-100.445882
OP587241.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000011/2022,USA,Homo sapiens,2022-06-14,10/5/2022,39.7837304,-100.445882
OP587242.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000012/2022,USA,Homo sapiens,2022-06-22,10/5/2022,39.7837304,-100.445882
OP587243.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000013/2022,USA,Homo sapiens,2022-06-30,10/5/2022,39.7837304,-100.445882
OP587244.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000015/2022,USA,Homo sapiens,2022-06-16,10/5/2022,39.7837304,-100.445882
OP587245.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000016/2022,USA,Homo sapiens,2022-06-17,10/5/2022,39.7837304,-100.445882
OP587246.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MPXV/Human/USA/CA-CDPH-MPX000017/2022,USA,Homo sapiens,2022-06-22,10/5/2022,39.7837304,-100.445882
OP587247.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000018/2022,USA,Homo sapiens,2022-07-06,10/5/2022,39.7837304,-100.445882
OP587248.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000019/2022,USA,Homo sapiens,2022-07-08,10/5/2022,39.7837304,-100.445882
OP587249.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000020/2022,USA,Homo sapiens,2022-07-12,10/5/2022,39.7837304,-100.445882
OP587250.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000021/2022,USA,Homo sapiens,2022-07-07,10/5/2022,39.7837304,-100.445882
OP587251.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000022/2022,USA,Homo sapiens,2022-07-12,10/5/2022,39.7837304,-100.445882
OP587252.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000023/2022,USA,Homo sapiens,2022-07-14,10/5/2022,39.7837304,-100.445882
OP587253.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000024/2022,USA,Homo sapiens,2022-07-13,10/5/2022,39.7837304,-100.445882
OP587254.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000025/2022,USA,Homo sapiens,2022-07-08,10/5/2022,39.7837304,-100.445882
OP587255.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000027/2022,USA,Homo sapiens,2022-06-30,10/5/2022,39.7837304,-100.445882
OP587256.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000028/2022,USA,Homo sapiens,2022-07-11,10/5/2022,39.7837304,-100.445882
OP587257.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000033/2022,USA,Homo sapiens,2022-08-01,10/5/2022,39.7837304,-100.445882
OP587258.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000036/2022,USA,Homo sapiens,2022-08-15,10/5/2022,39.7837304,-100.445882
OP587259.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000037/2022,USA,Homo sapiens,2022-08-11,10/5/2022,39.7837304,-100.445882
OP587260.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000038/2022,USA,Homo sapiens,2022-08-11,10/5/2022,39.7837304,-100.445882
OP587261.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000039/2022,USA,Homo sapiens,2022-08-18,10/5/2022,39.7837304,-100.445882
OP587262.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MPXV/Human/USA/CA-CDPH-MPX000041/2022,USA,Homo sapiens,2022-07-28,10/5/2022,39.7837304,-100.445882
OP587263.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MPXV/Human/USA/CA-CDPH-MPX000042/2022,USA,Homo sapiens,2022-07-28,10/5/2022,39.7837304,-100.445882
OP587264.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000040/2022,USA,Homo sapiens,2022-08-07,10/5/2022,39.7837304,-100.445882
OP580151.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Human/USA/CA-CDPH-MPX000002/2022,USA,Homo sapiens,2022-06-02,10/4/2022,39.7837304,-100.445882
OP580152.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MPXV/Human/USA/CA-CDPH-MPX000004/2022,USA,Homo sapiens,2022-06-04,10/4/2022,39.7837304,-100.445882
OP580153.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000005/2022,USA,Homo sapiens,2022-06-07,10/4/2022,39.7837304,-100.445882
OP580154.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000006/2022,USA,Homo sapiens,2022-06-07,10/4/2022,39.7837304,-100.445882
OP580155.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000007/2022,USA,Homo sapiens,2022-06-21,10/4/2022,39.7837304,-100.445882
OP580156.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000009/2022,USA,Homo sapiens,2022-06-30,10/4/2022,39.7837304,-100.445882
OP580157.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/CA-CDPH-MPX000010/2022,USA,Homo sapiens,2022-07-07,10/4/2022,39.7837304,-100.445882
OP580587.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMPX/USA/CA-LACPHL-MA00154/2022,USA,Homo sapiens,2022-08-05,10/4/2022,39.7837304,-100.445882
OP580588.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMPX/USA/CA-LACPHL-MA00155/2022,USA,Homo sapiens,2022-08-05,10/4/2022,39.7837304,-100.445882
OP580589.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,hMPX/USA/CA-LACPHL-MA00156/2022,USA,Homo sapiens,2022-06-16,10/4/2022,39.7837304,-100.445882
OP580590.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMPX/USA/CA-LACPHL-MA00157/2022,USA,Homo sapiens,2022-09-22,10/4/2022,39.7837304,-100.445882
OP580591.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,hMPX/USA/CA-LACPHL-MA00158/2022,USA,Homo sapiens,2022-09-23,10/4/2022,39.7837304,-100.445882
OP580592.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMPX/USA/CA-LACPHL-MA00159/2022,USA,Homo sapiens,2022-08-01,10/4/2022,39.7837304,-100.445882
