Accession,Organism_Name,Species,MPXV_Lineage,Clade,Isolate,Geo_Location,Host,Collection_Date,Release_Date
OP881955.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.12,IIb,MPXV_USA_2022_VA0010,USA:VA,Homo sapiens,2022-07,11/23/2022
OP881956.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MPXV_USA_2022_VT0001,USA:VT,Homo sapiens,2022-07,11/23/2022
OP879722.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,NJ-MPXV-001,USA: NJ,Homo sapiens,7/26/2022,11/22/2022
OP879723.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,NJ-MPXV-002,USA: NJ,Homo sapiens,7/27/2022,11/22/2022
OP879724.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,NJ-MPXV-003-rpt1,USA: NJ,Homo sapiens,7/25/2022,11/22/2022
OP879725.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,NJ-MPXV-004-rpt1,USA: NJ,Homo sapiens,7/28/2022,11/22/2022
OP879726.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-005-rpt1,USA: NJ,Homo sapiens,7/28/2022,11/22/2022
OP879727.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.5,IIb,NJ-MPXV-006-rpt1,USA: NJ,Homo sapiens,2022-08,11/22/2022
OP879728.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-007-rpt1,USA: NJ,Homo sapiens,8/5/2022,11/22/2022
OP879729.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-008-rpt1,USA: NJ,Homo sapiens,8/12/2022,11/22/2022
OP879730.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,NJ-MPXV-010,USA: NJ,Homo sapiens,8/12/2022,11/22/2022
OP879731.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-011,USA: NJ,Homo sapiens,8/17/2022,11/22/2022
OP879732.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-012,USA: NJ,Homo sapiens,8/17/2022,11/22/2022
OP879733.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,NJ-MPXV-013-rep2,USA: NJ,Homo sapiens,8/17/2022,11/22/2022
OP879734.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,NJ-MPXV-014-rep2,USA: NJ,Homo sapiens,9/3/2022,11/22/2022
OP879735.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-015-rep2,USA: NJ,Homo sapiens,9/16/2022,11/22/2022
OP879736.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,NJ-MPXV-017-rep2,USA: NJ,Homo sapiens,6/29/2022,11/22/2022
OP879737.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,NJ-MPXV-019-rep2,USA: NJ,Homo sapiens,7/1/2022,11/22/2022
OP879738.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,NJ-MPXV-020-rep2,USA: NJ,Homo sapiens,7/6/2022,11/22/2022
OP879739.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.12,IIb,NJ-MPXV-021,USA: NJ,Homo sapiens,2022-07,11/22/2022
OP879740.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,NJ-MPXV-022,USA: NJ,Homo sapiens,7/6/2022,11/22/2022
OP879741.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,NJ-MPXV-023,USA: NJ,Homo sapiens,7/6/2022,11/22/2022
OP879742.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,NJ-MPXV-024,USA: NJ,Homo sapiens,7/8/2022,11/22/2022
OP879743.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-027,USA: NJ,Homo sapiens,6/29/2022,11/22/2022
OP879744.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-028,USA: NJ,Homo sapiens,7/5/2022,11/22/2022
OP879745.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,NJ-MPXV-029,USA: NJ,Homo sapiens,7/8/2022,11/22/2022
OP879746.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-031,USA: NJ,Homo sapiens,7/9/2022,11/22/2022
OP879747.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,NJ-MPXV-032,USA: NJ,Homo sapiens,7/13/2022,11/22/2022
OP879748.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,NJ-MPXV-033,USA: NJ,Homo sapiens,7/12/2022,11/22/2022
OP879749.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-034,USA: NJ,Homo sapiens,7/13/2022,11/22/2022
OP879750.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-035,USA: NJ,Homo sapiens,7/14/2022,11/22/2022
OP879751.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,NJ-MPXV-036,USA: NJ,Homo sapiens,7/18/2022,11/22/2022
OP879752.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-037,USA: NJ,Homo sapiens,7/19/2022,11/22/2022
OP879753.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,NJ-MPXV-038,USA: NJ,Homo sapiens,7/19/2022,11/22/2022
OP879754.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,NJ-MPXV-039,USA: NJ,Homo sapiens,7/18/2022,11/22/2022
OP879755.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,NJ-MPXV-041,USA: NJ,Homo sapiens,7/18/2022,11/22/2022
OP879756.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,NJ-MPXV-042,USA: NJ,Homo sapiens,7/20/2022,11/22/2022
OP879757.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-043,USA: NJ,Homo sapiens,7/20/2022,11/22/2022
OP879758.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.12,IIb,NJ-MPXV-044,USA: NJ,Homo sapiens,7/21/2022,11/22/2022
OP879759.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-045,USA: NJ,Homo sapiens,7/24/2022,11/22/2022
OP879760.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,NJ-MPXV-046,USA: NJ,Homo sapiens,7/22/2022,11/22/2022
OP879761.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,NJ-MPXV-047,USA: NJ,Homo sapiens,7/21/2022,11/22/2022
OP879762.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-048,USA: NJ,Homo sapiens,7/22/2022,11/22/2022
OP879763.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-049,USA: NJ,Homo sapiens,7/25/2022,11/22/2022
OP879764.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,NJ-MPXV-050,USA: NJ,Homo sapiens,2022-07,11/22/2022
OP879765.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,NJ-MPXV-052,USA: NJ,Homo sapiens,7/25/2022,11/22/2022
OP879766.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,NJ-MPXV-053,USA: NJ,Homo sapiens,7/25/2022,11/22/2022
OP879767.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,NJ-MPXV-054,USA: NJ,Homo sapiens,7/25/2022,11/22/2022
OP879768.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,NJ-MPXV-056,USA: NJ,Homo sapiens,8/31/2022,11/22/2022
OP863218.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000043/2022,USA,Homo sapiens,7/1/2022,11/21/2022
OP863219.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000044/2022,USA,Homo sapiens,7/1/2022,11/21/2022
OP863220.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000045/2022,USA,Homo sapiens,7/5/2022,11/21/2022
OP863221.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000046/2022,USA,Homo sapiens,7/5/2022,11/21/2022
OP863222.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000047/2022,USA,Homo sapiens,7/2/2022,11/21/2022
OP863223.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000048/2022,USA,Homo sapiens,7/2/2022,11/21/2022
OP863224.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000049/2022,USA,Homo sapiens,7/7/2022,11/21/2022
OP863225.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000050/2022,USA,Homo sapiens,7/7/2022,11/21/2022
OP863226.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.4,IIb,hMpxV/USA/CA-CDPH-000051/2022,USA,Homo sapiens,7/21/2022,11/21/2022
OP863227.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.4,IIb,hMpxV/USA/CA-CDPH-000052/2022,USA,Homo sapiens,7/21/2022,11/21/2022
OP863228.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000054/2022,USA,Homo sapiens,9/25/2022,11/21/2022
OP863229.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000055/2022,USA,Homo sapiens,10/7/2022,11/21/2022
OP863230.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000056/2022,USA,Homo sapiens,10/7/2022,11/21/2022
OP863231.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000057/2022,USA,Homo sapiens,9/25/2022,11/21/2022
OP863232.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/USA/CA-CDPH-000058/2022,USA,Homo sapiens,9/25/2022,11/21/2022
OP863244.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI594,Germany,Homo sapiens,2022-08,11/21/2022
OP863245.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Germany/2022/ON/RKI595,Germany,Homo sapiens,2022-08,11/21/2022
OP863246.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/ON/RKI596,Germany,Homo sapiens,2022-08,11/21/2022
OP863247.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI597,Germany,Homo sapiens,2022-08,11/21/2022
OP863248.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,MPXV/Germany/2022/ON/RKI598,Germany,Homo sapiens,2022-08,11/21/2022
OP863249.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,MPXV/Germany/2022/ON/RKI599,Germany,Homo sapiens,2022-08,11/21/2022
OP863250.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,MPXV/Germany/2022/ON/RKI600,Germany,Homo sapiens,2022-08,11/21/2022
OP863251.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI601,Germany,Homo sapiens,2022-08,11/21/2022
OP863252.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI602,Germany,Homo sapiens,2022-08,11/21/2022
OP863253.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI603,Germany,Homo sapiens,2022-08,11/21/2022
OP863254.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI604,Germany,Homo sapiens,2022-08,11/21/2022
OP863255.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI605,Germany,Homo sapiens,2022-09,11/21/2022
OP863256.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,MPXV/Germany/2022/ON/RKI606,Germany,Homo sapiens,2022-09,11/21/2022
OP863257.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI607,Germany,Homo sapiens,2022-09,11/21/2022
OP863258.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/ON/RKI608,Germany,Homo sapiens,2022-09,11/21/2022
OP837334.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI572,Germany,Homo sapiens,2022-06,11/16/2022
OP837335.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/RKI573,Germany,Homo sapiens,2022-06,11/16/2022
OP837336.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/RKI574,Germany,Homo sapiens,2022-06,11/16/2022
OP837337.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/RKI575,Germany,Homo sapiens,2022-06,11/16/2022
OP837338.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI576,Germany,Homo sapiens,2022-06,11/16/2022
OP837339.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI577,Germany,Homo sapiens,2022-06,11/16/2022
OP837340.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI578,Germany,Homo sapiens,2022-06,11/16/2022
OP837341.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI579,Germany,Homo sapiens,2022-06,11/16/2022
OP837342.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Germany/2022/RKI580,Germany,Homo sapiens,2022-06,11/16/2022
OP837343.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/RKI581,Germany,Homo sapiens,2022-06,11/16/2022
OP837344.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI582,Germany,Homo sapiens,2022-06,11/16/2022
OP837345.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI583,Germany,Homo sapiens,2022-06,11/16/2022
OP837346.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Germany/2022/RKI584,Germany,Homo sapiens,2022-06,11/16/2022
OP837347.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,MPXV/Germany/2022/RKI585,Germany,Homo sapiens,2022-06,11/16/2022
OP837348.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.14,IIb,MPXV/Germany/2022/RKI586,Germany,Homo sapiens,2022-06,11/16/2022
OP837349.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI587,Germany,Homo sapiens,2022-06,11/16/2022
OP837350.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.14,IIb,MPXV/Germany/2022/RKI588,Germany,Homo sapiens,2022-06,11/16/2022
OP837351.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.14,IIb,MPXV/Germany/2022/RKI589,Germany,Homo sapiens,2022-06,11/16/2022
OP837352.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Germany/2022/RKI590,Germany,Homo sapiens,2022-06,11/16/2022
OP837353.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI591,Germany,Homo sapiens,2022-06,11/16/2022
OP837354.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI592,Germany,Homo sapiens,2022-10,11/16/2022
OP837355.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI593,Germany,Homo sapiens,2022-10,11/16/2022
OP837470.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,VAC_INS_MPX_1050_E,Colombia: Valle del Cauca,Homo sapiens,10/26/2022,11/16/2022
OP837471.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.18,IIb,VAC_INS_MPX_1052_E,Colombia: Valle del Cauca,Homo sapiens,10/25/2022,11/16/2022
OP837472.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,CUN_INS_MPX_1053_L,Colombia: Cundinamarca,Homo sapiens,10/27/2022,11/16/2022
OP837473.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,VAC_INS_MPX_1054_L,Colombia: Valle del Cauca,Homo sapiens,10/25/2022,11/16/2022
OP837474.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.6,IIb,DC_INS_MPX_0996_L,Colombia: Bogota,Homo sapiens,9/19/2022,11/16/2022
OP837475.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,DC_INS_MPX_1009_L,Colombia: Bogota,Homo sapiens,9/19/2022,11/16/2022
OP837476.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.6,IIb,DC_INS_MPX_0984_L,Colombia: Bogota,Homo sapiens,9/20/2022,11/16/2022
OP837477.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.15,IIb,DC_INS_MPX_0998_L,Colombia: Bogota,Homo sapiens,9/20/2022,11/16/2022
OP837478.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,DC_INS_MPX_1011_L,Colombia: Bogota,Homo sapiens,9/20/2022,11/16/2022
OP837479.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.15,IIb,DC_INS_MPX_1024_L,Colombia: Bogota,Homo sapiens,9/20/2022,11/16/2022
OP837480.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.15,IIb,DC_INS_MPX_1037_L,Colombia: Bogota,Homo sapiens,9/20/2022,11/16/2022
OP837481.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,VAC_INS_MPX_1050_C,Colombia: Valle del Cauca,Homo sapiens,10/26/2022,11/16/2022
OP838893.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.19,IIb,ID6821,Italy,Homo sapiens,6/21/2022,11/16/2022
OP819947.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.6,IIb,CUN_INS_MPX_0951_C,Colombia: Cundinamarca,Homo sapiens,10/14/2022,11/14/2022
OP819948.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,VAC_INS_MPX_0952_C,Colombia: Valle del Cauca,Homo sapiens,10/15/2022,11/14/2022
OP819949.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,VAC_INS_MPX_0955_C,Colombia: Valle del Cauca,Homo sapiens,10/11/2022,11/14/2022
OP819950.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.15,IIb,MET_INS_MPX_0956_C,Colombia: Meta,Homo sapiens,10/12/2022,11/14/2022
OP819951.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,VAC_INS_MPX_0957_HO,Colombia: Valle del Cauca,Homo sapiens,10/15/2022,11/14/2022
OP819952.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.18,IIb,VAC_INS_MPX_0958_L,Colombia: Valle del Cauca,Homo sapiens,10/13/2022,11/14/2022
OP819953.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,VAC_INS_MPX_0960_L,Colombia: Valle del Cauca,Homo sapiens,10/15/2022,11/14/2022
OP819954.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,VAC_INS_MPX_0960_C,Colombia: Valle del Cauca,Homo sapiens,10/15/2022,11/14/2022
OP819955.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,VAC_INS_MPX_0962_C,Colombia: Valle del Cauca,Homo sapiens,10/13/2022,11/14/2022
OP819956.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.18,IIb,VAC_INS_MPX_0965_EL,Colombia: Valle del Cauca,Homo sapiens,10/12/2022,11/14/2022
OP819957.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.18,IIb,VAC_INS_MPX_0965_HL,Colombia: Valle del Cauca,Homo sapiens,10/12/2022,11/14/2022
OP819958.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.10,IIb,QUI_INS_MPX_0967_L,Colombia: Quindio,Homo sapiens,10/15/2022,11/14/2022
OP819959.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.16,IIb,SAN_INS_MPX_0971_L,Colombia: Santander,Homo sapiens,10/11/2022,11/14/2022
OP819960.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,SAN_INS_MPX_0973_L,Colombia: Santander,Homo sapiens,10/17/2022,11/14/2022
OP820450.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10001/2022,"USA: IL, Chicago",Homo sapiens,9/10/2022,11/14/2022
OP820451.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10002/2022,"USA: IL, Chicago",Homo sapiens,8/13/2022,11/14/2022
OP820452.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10003/2022,"USA: IL, Chicago",Homo sapiens,8/6/2022,11/14/2022
OP820453.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10004/2022,"USA: IL, Chicago",Homo sapiens,8/19/2022,11/14/2022
OP820454.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10005/2022,"USA: IL, Chicago",Homo sapiens,9/7/2022,11/14/2022
OP820455.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022,"USA: IL, Chicago",Homo sapiens,8/8/2022,11/14/2022
OP820456.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10007/2022,"USA: IL, Chicago",Homo sapiens,9/8/2022,11/14/2022
OP820457.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10008/2022,"USA: IL, Chicago",Homo sapiens,8/13/2022,11/14/2022
OP820458.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10009/2022,"USA: IL, Chicago",Homo sapiens,8/19/2022,11/14/2022
OP820459.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10010/2022,"USA: IL, Chicago",Homo sapiens,8/11/2022,11/14/2022
OP820460.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,hMpxV/Human/USA/IL-RIPHL-MPXV_10011/2022,"USA: IL, Chicago",Homo sapiens,9/10/2022,11/14/2022
OP783902.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.5,IIb,hMPXV-CH-38347314/2022,Switzerland,Homo sapiens,6/8/2022,11/7/2022
OP764614.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/RKI556,Germany,Homo sapiens,2022-06,11/3/2022
OP764615.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI557,Germany,Homo sapiens,2022-06,11/3/2022
OP764616.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.14,IIb,MPXV/Germany/2022/RKI558,Germany,Homo sapiens,2022-06,11/3/2022
OP764617.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI559,Germany,Homo sapiens,2022-06,11/3/2022
OP764618.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI560,Germany,Homo sapiens,2022-06,11/3/2022
OP764619.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.15,IIb,MPXV/Germany/2022/RKI561,Germany,Homo sapiens,2022-06,11/3/2022
OP764620.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.14,IIb,MPXV/Germany/2022/RKI562,Germany,Homo sapiens,2022-06,11/3/2022
OP764621.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI563,Germany,Homo sapiens,2022-06,11/3/2022
OP764622.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI564,Germany,Homo sapiens,2022-06,11/3/2022
OP764623.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI565,Germany,Homo sapiens,2022-06,11/3/2022
OP764624.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Germany/2022/RKI566,Germany,Homo sapiens,2022-06,11/3/2022
OP764625.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/RKI567,Germany,Homo sapiens,2022-06,11/3/2022
OP764626.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Germany/2022/RKI568,Germany,Homo sapiens,2022-06,11/3/2022
OP764627.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Germany/2022/RKI569,Germany,Homo sapiens,2022-06,11/3/2022
OP764628.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV/Germany/2022/RKI570,Germany,Homo sapiens,2022-06,11/3/2022
OP764629.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI571,Germany,Homo sapiens,2022-10,11/3/2022
OP748945.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.17,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00259/2022,USA,Homo sapiens,10/13/2022,11/1/2022
OP748946.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00260/2022,USA,Homo sapiens,10/17/2022,11/1/2022
OP748947.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00261/2022,USA,Homo sapiens,9/23/2022,11/1/2022
OP748948.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.17,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00262/2022,USA,Homo sapiens,9/21/2022,11/1/2022
OP748949.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00263/2022,USA,Homo sapiens,9/30/2022,11/1/2022
OP748950.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00264/2022,USA,Homo sapiens,9/7/2022,11/1/2022
